Gene	SeqId	Protein..short.name.	UniProt	Ensembl.Gene.ID	Chr	Start	End
MYL6B	14227_21	MYL6B	P14649	ENSG00000196465	12	56152255	56159647
MYL7	19296_51	MLRA	Q01449	ENSG00000106631	7	44138863	44141332
MYNN	12455_48	MYNN	Q9NPC7	ENSG00000085274	3	169772830	169789716
MYO6	9894_13	MYO6	Q9UM54	ENSG00000196586	6	75749191	75919537
MYOC	16558_2	MYOC	Q99972	ENSG00000034971	1	171635416	171652683
MYOM2	13534_20	MYOM2	P54296	ENSG00000036448	8	2045039	2165552
MYOM3	13966_30	MYOM3	Q5VTT5	ENSG00000142661	1	24056034	24112175
MYRF	8843_34	MRF	Q9Y2G1	ENSG00000124920	11	61752641	61788518
MYSM1	11536_9	MYSM1	Q5VVJ2	ENSG00000162601	1	58654738	58700092
MZF1	14662_6	MZF1	P28698	ENSG00000099326	19	58561930	58573575
N6AMT1	11096_57	HEMK2	Q9Y5N5	ENSG00000156239	21	28872190	28885371
NA	2755_8	Deprecated	NA	ENSG00000125730	X	NA	NA
NA	8901_40	Deprecated	NA	ENSG00000170027	7	76326799	76358991
NA	2937_10	Deprecated	NA	ENSG00000130203	X	NA	NA
NA	2938_55	Deprecated	NA	ENSG00000130203	X	NA	NA
NA	5312_49	Deprecated	NA	ENSG00000130203	X	NA	NA
NA	6036_78	Deprecated	NA	ENSG00000183317	X	NA	NA
NA	2891_1	Deprecated	NA	ENSG00000012124	19	35319261	35347361
NAA10	17854_33	NAA10	P41227	ENSG00000102030	X	153929225	153935080
NAAA	3173_49	ASAHL	Q02083	ENSG00000138744	4	75913656	75941051
NAALAD2	7986_98	NALD2	Q9Y3Q0	ENSG00000077616	11	90131514	90192894
NAALADL1	17505_125	NALDL	Q9UQQ1	ENSG00000168060	11	65044817	65058549
NAB1	13933_276	NAB1	Q13506	ENSG00000138386	2	190646745	190692766
NAB2	13680_3	NAB2	Q15742	ENSG00000166886	12	57088893	57095476
NACA	3854_24	NACA	Q13765	ENSG00000196531	12	56712427	56731628
NADK	13624_17	NADK	O95544	ENSG00000008130	1	1751231	1780457
NAE1	18177_49	ULA1	Q13564	ENSG00000159593	16	66802874	66873256
NAGK	3894_15	NAGK	Q9UJ70	ENSG00000124357	2	71064343	71079805
NAGLU	15509_2	NAG	P54802	ENSG00000108784	17	42536171	42544449
NAGPA	11208_15	NAGPA	Q9UK23	ENSG00000103174	16	5024843	5034141
NAGS	11247_20	NAGS	Q8N159	ENSG00000161653	17	44004545	44009063
NAIF1	18301_10	NAIF1	Q69YI7	ENSG00000171169	9	128061232	128068206
NAMPT	5011_11	PBEF	P43490	ENSG00000105835	7	106248284	106286326
NANOG	2732_58	NANOG	Q9H9S0	ENSG00000111704	12	7787793	7799141
NANP	16863_47	NANP	Q8TBE9	ENSG00000170191	20	25612934	25624175
NANS	17802_4	SIAS	Q9NR45	ENSG00000095380	9	98056738	98083075
NAP1L1	13636_20	NP1L1	P55209	ENSG00000187109	12	76036586	76085033
NAP1L2	13529_39	NP1L2	Q9ULW6	ENSG00000186462	X	73212299	73214851
NAP1L4	19188_21	NAP2L	Q99733	ENSG00000205531	11	2944430	2992377
NAPA	4292_5	SNAA	P54920	ENSG00000105402	19	47487636	47515240
NAPB	12655_30	SNAB	Q9H115	ENSG00000125814	20	23374518	23421519
NAPG	17773_26	SNAG	Q99747	ENSG00000134265	18	10525904	10552761
NAT1	12632_14	ARY1	P18440	ENSG00000171428	8	18170476	18223689
NAT14	11120_49	NAT14	Q8WUY8	ENSG00000090971	19	55485003	55487568
NATD1	18261_34	NATD1	Q8N6N6	ENSG00000274180	17	21238870	21253410
NBL1	2944_66	DAN	P41271	ENSG00000158747	1	19640553	19658456
NBR1	7696_3	NBR1	Q14596	ENSG00000188554	17	43170480	43211689
NCALD	17816_58	NCALD	P61601	ENSG00000104490	8	101686542	102124907
NCAM1	4498_62	NCAM-120	P13591	ENSG00000149294	11	112961246	113278436
NCAM2	6507_16	NCAM2	O15394	ENSG00000154654	21	20998314	21543329
NCAN	15573_110	CSPG3	O14594	ENSG00000130287	19	19211972	19252233
NCF1	17766_5	NCF-1	P14598	ENSG00000158517	7	74773961	74789315
NCF2	10047_12	NCF-2	P19878	ENSG00000116701	1	183555562	183590876
NCF4	14060_67	NCF4	Q15080	ENSG00000100365	22	36860987	36878015
NCK1	5014_49	NCK1	P16333	ENSG00000158092	3	136862207	136949823
NCK2	13615_60	NCK2	O43639	ENSG00000071051	2	105744896	105894274
NCL	13655_34	Nucleolin	P19338	ENSG00000115053	2	231453530	231483641
NCMAP	14614_41	CA130	Q5T1S8	ENSG00000184454	1	24556110	24609328
NCOA2	14045_12	NCOA2	Q15596	ENSG00000140396	8	70109761	70403805
NCR1	8360_169	NKp46	O76036	ENSG00000189430	19	54906149	54916140
NCR2	2734_49	NKp44	O95944	ENSG00000096264	6	41335654	41350887
NCR3	3003_29	NKp30	O14931	ENSG00000237808	6	31588894	31592985
NDC80	12730_3	KNTC2	O14777	ENSG00000080986	18	2571510	2616635
NDE1	9765_4	NDE1	Q9NXR1	ENSG00000072864	16	15643266	15726353
NDNF	6604_59	CD031	Q8TB73	ENSG00000173376	4	121035612	121073021
NDRG1	19215_7	NDRG1	Q92597	ENSG00000104419	8	133237170	133302022
NDRG3	18312_68	NDRG3	Q9UGV2	ENSG00000101079	20	36651765	36746078
NDRG4	7934_11	NDRG4	Q9ULP0	ENSG00000103034	16	58462845	58513628
NDST1	6927_7	NDST1	P52848	ENSG00000070614	5	150485817	150558211
NDUFA5	19200_16	NDUA5	Q16718	ENSG00000128609	7	123536996	123558255
NDUFB11	7747_47	NDUBB	Q9NX14	ENSG00000147123	X	47142071	47145466
NDUFB4	10677_9	NDUB4	O95168	ENSG00000065518	3	120596308	120602500
NDUFB8	9800_20	NDUB8	O95169	ENSG00000166136	10	100523739	100530000
NDUFS4	10584_7	NDUS4	O43181	ENSG00000164258	5	53560632	53683340
NDUFV2	7748_11	NDUV2	P19404	ENSG00000178127	18	9102629	9134345
NEDD9	12862_14	CASL	Q14511	ENSG00000111859	6	11183297	11382348
NEFH	9900_36	NFH	P12036	ENSG00000100285	22	29480229	29491390
NEGR1	7050_5	NEGR1	Q7Z3B1	ENSG00000172260	1	71395939	72282734
NEGR1	13109_82	NEGR1	Q7Z3B1	ENSG00000172260	1	71395939	72282734
NEK7	12703_6	NEK7	Q8TDX7	ENSG00000151414	1	198156962	198322420
NELL1	6544_33	NELL1	Q92832	ENSG00000165973	11	20669550	21575681
NELL2	6022_57	NELL2	Q99435	ENSG00000184613	12	44508274	44921848
NENF	9219_70	NENF	Q9UMX5	ENSG00000117691	1	212432886	212446379
NEO1	8900_28	NEO1	Q92859	ENSG00000067141	15	73051709	73305206
NET1	14260_112	ARHG8	Q7Z628	ENSG00000173848	10	5412550	5458463
NETO1	15298_199	NETO1	Q8TDF5	ENSG00000166342	18	72742313	72868146
NETO1	5639_49	NETO1	Q8TDF5	ENSG00000166342	18	72742313	72868146
NETO2	10562_42	NETO2	Q8NC67	ENSG00000171208	16	47077702	47143997
NEU1	15426_5	NEUR1	Q99519	ENSG00000227315	6	31857658	31862906
NEURL1	13604_27	NEUL1	O76050	ENSG00000107954	10	103493978	103592552
NEURL4	13468_5	NEUL4	Q96JN8	ENSG00000215041	17	7315627	7329393
NFASC	7179_69	NFASC	O94856	ENSG00000163531	1	204828650	205022822
NFATC1	14286_2	NF-ATc1	O95644	ENSG00000131196	18	79395855	79529325
NFATC4	11560_76	NFAC4	Q14934	ENSG00000100968	14	24365672	24379604
NFE2L1	11154_3	NF2L1	Q14494	ENSG00000082641	17	48048328	48061487
NFKB1	9869_28	NF-kappa-B p105	P19838	ENSG00000109320	4	102501328	102617302
NFKBIA	19209_6	IKB-alpha	P25963	ENSG00000100906	14	35401510	35404749
NFKBIB	17387_27	IKB-beta	Q15653	ENSG00000104825	19	38899699	38908893
NFKBID	19123_6	IKBD	Q8NI38	ENSG00000167604	19	35887652	35902303
NFU1	7770_25	NFU1	Q9UMS0	ENSG00000169599	2	69395749	69437628
NGF	5801_72	b-NGF	P01138	ENSG00000134259	1	115285917	115338236
NGFR	8374_5	NGF R	P08138	ENSG00000064300	17	49495292	49515017
NGRN	7153_66	NGRN	Q9NPE2	ENSG00000182768	15	90265658	90278141
NHEJ1	11351_233	NHEJ1	Q9H9Q4	ENSG00000187736	2	219075316	219160865
NHLRC3	9087_8	NHLC3	Q5JS37	ENSG00000188811	13	39038305	39050109
NHP2L1	13602_6	NH2L1	P55769	ENSG00000100138	22	41673933	41690504
NID1	3213_65	Nidogen	P14543	ENSG00000116962	1	235975829	236065162
NID2	16060_99	NID2	Q14112	ENSG00000087303	14	52004802	52069228
NIP7	12564_9	NIP7	Q9Y221	ENSG00000132603	16	69339429	69343111
NIPAL4	12864_9	NIPA4	Q0D2K0	ENSG00000172548	5	157460018	157474717
NISCH	12738_43	NISCH	Q9Y2I1	ENSG00000010322	3	52455117	52493071
NIT2	17808_37	NIT2	Q9NQR4	ENSG00000114021	3	100334700	100361635
NLGN1	15620_4	NLGN1	Q8N2Q7	ENSG00000169760	3	173396283	174286644
NLGN2	9772_153	NLGN2	Q8NFZ4	ENSG00000169992	17	7404873	7419860
NLGN2	9027_10	NLGN2	Q8NFZ4	ENSG00000169992	17	7404873	7419860
NLGN3	17427_26	NLGN3	Q9NZ94	ENSG00000196338	X	71144821	71175255
NLGN3	8941_4	NLGN3	Q9NZ94	ENSG00000196338	X	71144821	71175255
NLGN4X	5357_60	NLGNX	Q8N0W4	ENSG00000146938	X	5840637	6228867
NLRP1	11661_11	NALP1	Q9C000	ENSG00000091592	17	5499426	5619424
NLRP10	12821_6	NAL10	Q86W26	ENSG00000182261	11	7959423	7965426
NLRP4	12794_6	NALP4	Q96MN2	ENSG00000160505	19	55836577	55881854
NMB	9321_400	NMB	P08949	ENSG00000197696	15	84655128	84658563
NME1	5909_51	Nucleoside diphosphate kinase A	P15531	ENSG00000239672	17	51153535	51162428
NME2	4249_64	NDP kinase B	P22392	ENSG00000011052	17	51165434	51171747
NME4	16809_1	NDKM	O00746	ENSG00000103202	16	396724	410367
NMES1	6406_3	NMES1	Q9C002	ENSG00000166920	15	45430579	45448761
NMI	17512_2	NMI	Q13287	ENSG00000123609	2	151270464	151290057
NMNAT1	18932_84	NMNA1	Q9HAN9	ENSG00000173614	1	9943427	9985501
NMRAL1	13988_67	NMRL1	Q9HBL8	ENSG00000153406	16	4461679	4495763
NMS	9503_1	NMS	Q5H8A3	ENSG00000204640	2	100470481	100483280
NMT1	5196_7	NMT1	P30419	ENSG00000136448	17	45051609	45109016
NMT2	17821_20	NMT2	O60551	ENSG00000152465	10	15102583	15168693
NMU	8754_5	NMU	P48645	ENSG00000109255	4	55595228	55636698
NNAT	9374_24	NNAT	Q16517	ENSG00000053438	20	37521214	37523693
NNMT	19376_74	NNMT	P40261	ENSG00000166741	11	114257786	114313285
NODAL	15692_300	NODAL	Q96S42	ENSG00000156574	10	70432314	70447951
NOG	8778_3	Noggin	Q13253	ENSG00000183691	17	56593698	56595590
NOP16	18228_30	NOP16	Q9Y3C1	ENSG00000048162	5	176383937	176388975
NOTCH1	5107_7	Notch 1	P46531	ENSG00000148400	9	136494443	136545862
NOTCH2	11297_54	NOTC2	Q04721	ENSG00000134250	1	119911552	120069626
NOTCH2	5106_52	NOTC2	Q04721	ENSG00000134250	1	119911552	120069626
NOTCH3	5108_72	Notch-3	Q9UM47	ENSG00000074181	19	15159037	15200981
NOTUM	8252_2	NOTUM	Q6P988	ENSG00000185269	17	81952506	81961840
NOV	2737_22	NovH	P48745	ENSG00000136999	8	119416305	119424353
NOVA1	12557_18	NOVA1	P51513	ENSG00000139910	14	26443092	26597754
NPDC1	10424_31	NPDC1	Q9NQX5	ENSG00000107281	9	137039469	137046203
NPFF	5617_41	NPFF	O15130	ENSG00000139574	12	53506689	53507638
NPIPB3	9954_2	NPPL3	Q92617	ENSG00000169246	16	21402236	21448567
NPL	19496_1	NPL	Q9BXD5	ENSG00000135838	1	182789292	182830384
NPLOC4	12993_21	NPL4	Q8TAT6	ENSG00000182446	17	81556886	81648465
NPM1	8870_38	NPM1	P06748	ENSG00000181163	5	171387115	171411137
NPNT	6342_10	Nephronectin	Q6UXI9	ENSG00000168743	4	105894774	106004027
NPPA	5443_62	ANP	P01160	ENSG00000175206	1	11845708	11848345
NPPB	16751_15	BNP	P16860	ENSG00000120937	1	11857463	11858931
NPPB	3723_1	BNP-32	P16860	ENSG00000120937	1	11857463	11858931
NPPB	7655_11	N-terminal pro-BNP	P16860	ENSG00000120937	1	11857463	11858931
NPS	6390_18	NPS	P0C0P6	ENSG00000214285	10	127549368	127552639
NPTN	7194_36	NPTN	Q9Y639	ENSG00000156642	15	73560013	73634134
NPTX1	9256_78	NPTX1	Q15818	ENSG00000171246	17	80467147	80477843
NPTX2	6521_35	NPTX2	P47972	ENSG00000106236	7	98617296	98629868
NPTXR	15511_37	NPTXR	O95502	ENSG00000221890	22	38818451	38843982
NPW	9986_14	Neuropeptide W	Q8N729	ENSG00000183971	16	2009925	2020755
NQO1	9837_60	NAD(P)H dehydrogenase	P15559	ENSG00000181019	16	69706995	69726951
NQO2	9754_33	Quinone reductase 2	P16083	ENSG00000124588	6	2987986	3028869
NR1D1	5236_2	NR1D1	P20393	ENSG00000126368	17	40092786	40100725
NR1D2	12885_42	NR1D2	Q14995	ENSG00000174738	3	23945259	23980618
NR1H2	9016_12	NR1H2	P55055	ENSG00000131408	19	50329652	50382982
NR1H4	8946_38	NR1H4	Q96RI1	ENSG00000012504	12	100473707	100564413
NR3C2	12931_16	MCR	P08235	ENSG00000151623	4	148078761	148444698
NR4A1	8089_173	NR4A1	P22736	ENSG00000123358	12	52022831	52059507
NR5A2	12444_39	NR5A2	O00482	ENSG00000116833	1	200027601	200177424
NRAC	13464_8	NRAC	Q8N912	ENSG00000184601	14	104579764	104590515
NRAS	10531_18	RASN	P01111	ENSG00000213281	1	114704468	114716894
NRBP1	12616_45	NRBP	Q9UHY1	ENSG00000115216	2	27427789	27442259
NRCAM	5109_24	Nr-CAM	Q92823	ENSG00000091129	7	108147622	108456717
NRG1	9178_30	NEUREGULIN-1	Q02297	ENSG00000157168	8	31639385	32767959
NRG1	15446_25	SMDF	Q02297	ENSG00000157168	8	31639385	32767959
NRG2	8060_7	NRG2	O14511	ENSG00000158458	5	139846778	140043299
NRG3	10981_56	NRG3	P56975	ENSG00000185737	10	81875313	82987179
NRG4	14139_16	NRG4	Q8WWG1	ENSG00000169752	15	75935968	76059795
NRGN	18303_39	NEUG	Q92686	ENSG00000154146	11	124739942	124747210
NRIP3	18237_29	NRIP3	Q9NQ35	ENSG00000175352	11	8980575	9004049
NRK1	16853_5	NRK1	Q9NWW6	ENSG00000106733	9	75060573	75088217
NRP1	5542_22	NRP1	O14786	ENSG00000099250	10	33177491	33336262
NRP2	15387_44	Neuropilin-2	O60462	ENSG00000118257	2	205681989	205798133
NRSN1	11654_77	NRSN1	Q8IZ57	ENSG00000152954	6	24126121	24154900
NRXN1	8971_9	NRX1A	Q9ULB1	ENSG00000179915	2	49918504	51225575
NRXN1	5110_84	NRX1B	P58400	ENSG00000179915	2	49918504	51225575
NRXN2	8876_51	NRX2B	P58401	ENSG00000110076	11	64606173	64723188
NRXN3	5111_15	NRX3B	Q9HDB5	ENSG00000021645	14	78170372	79868290
NRXN3	16323_8	NRX3A	Q9Y4C0	ENSG00000021645	14	78170372	79868290
NSDHL	8038_41	NSDHL	Q15738	ENSG00000147383	X	152830967	152869729
NSF	13992_12	NSF	P46459	ENSG00000073969	17	46590668	46757464
NSFL1C	4250_23	NSF1C	Q9UNZ2	ENSG00000088833	20	1442161	1473842
NT5C	12560_9	NT5C	Q8TCD5	ENSG00000125458	17	75130224	75131795
NT5C2	11288_26	5NTC	P49902	ENSG00000076685	10	103088016	103193306
NT5C3A	19615_213	5NT3	Q9H0P0	ENSG00000122643	7	33014113	33062797
NT5C3L	19135_5	Cytosolic 5'-nucleotidase III-like protein	Q969T7	ENSG00000141698	17	41825057	41836260
NT5DC3	9126_171	NT5D3	Q86UY8	ENSG00000111696	12	103770452	103841197
NT5E	15452_5	5'-Nucleotidase	P21589	ENSG00000135318	6	85449583	85495791
NT5M	17856_23	NT5M	Q9NPB1	ENSG00000205309	17	17303334	17347663
NTF3	4145_58	Neurotrophin-3	P20783	ENSG00000185652	12	5432111	5521536
NTF4	4146_58	Neurotrophin-5	P34130	ENSG00000167744	19	49061065	49065054
NTM	10907_116	NTRI	Q9P121	ENSG00000182667	11	131370477	132336822
NTM	8428_102	NTRI	Q9P121	ENSG00000182667	11	131370477	132336822
NTMT1	12454_105	NTM1A	Q9BV86	ENSG00000148335	9	129608883	129636131
NTN1	6649_51	NET1	O95631	ENSG00000065320	17	9021541	9244000
NTN4	3327_27	NET4	Q9HB63	ENSG00000074527	12	95657806	95791152
NTNG1	5637_81	NTNG1	Q9Y2I2	ENSG00000162631	1	107140006	107483458
NTRK1	3477_63	TrkA	P04629	ENSG00000198400	1	156815639	156881850
NTRK2	4866_59	TrkB	Q16620	ENSG00000148053	9	84668550	85027070
NTRK3	2658_27	TrkC	Q16288	ENSG00000140538	15	87859750	88256768
NTS	7857_22	NEUT	P30990	ENSG00000133636	12	85874294	85882992
NUCB1	10451_11	NUCB1	Q02818	ENSG00000104805	19	48900049	48923372
NUDC	8887_21	NUDC	Q9Y266	ENSG00000090273	1	26900237	26946862
NUDCD3	4254_6	NUDC3	Q8IVD9	ENSG00000015676	7	44379120	44490880
NUDT1	19206_20	8ODP	P36639	ENSG00000106268	7	2242221	2251146
NUDT12	13947_371	NUD12	Q9BQG2	ENSG00000112874	5	103548854	103562793
NUDT16L1	12497_29	SDOS	Q9BRJ7	ENSG00000168101	16	4693693	4695859
NUDT2	16583_8	AP4A	P50583	ENSG00000164978	9	34329505	34343713
NUDT3	12796_44	NUDT3	O95989	ENSG00000272325	6	34279678	34392674
NUDT5	17761_2	NUDT5	Q9UKK9	ENSG00000165609	10	12165324	12196144
NUDT9	9482_110	NUDT9	Q9BW91	ENSG00000170502	4	87422581	87459454
NUP210L	9606_4	P210L	Q5VU65	ENSG00000143552	1	153992684	154155116
NUP98	12772_8	NUP98	P52948	ENSG00000110713	11	3671082	3797792
NUTF2	19219_71	NTF-2	P61970	ENSG00000102898	16	67846882	67872567
NXF1	12453_161	NXF1	Q9UBU9	ENSG00000162231	11	62792122	62806302
NXPH1	4562_1	NXPH1	P58417	ENSG00000122584	7	8433954	8752963
NXPH2	9511_61	NXPH2	O95156	ENSG00000144227	2	138670771	138780348
NXPH3	6054_6	NXPH3	O95157	ENSG00000182575	17	49575857	49583827
NXT1	9942_2	NXT1	Q9UKK6	ENSG00000132661	20	23350735	23354777
NXT2	19255_124	NXT2	Q9NPJ8	ENSG00000101888	X	109535781	109544698
OAF	6414_8	OAF	Q86UD1	ENSG00000184232	11	120210766	120230332
OAS1	10361_25	OAS1	P00973	ENSG00000089127	12	112906776	112933222
OAZ1	9893_27	Ornithine decarboxylase antizyme	P54368	ENSG00000104904	19	2269508	2273490
OBP2A	6526_77	OBP2A	Q9NY56	ENSG00000122136	9	135546138	135549969
OBP2B	5680_54	OBP2B	Q9NPH6	ENSG00000171102	9	133205276	133209250
OCIAD1	16802_31	OCAD1	Q9NX40	ENSG00000109180	4	48805211	48861817
OCRL	10011_65	OCRL	Q01968	ENSG00000122126	X	129539849	129592561
ODC1	13689_2	Ornithine decarboxylase	P11926	ENSG00000115758	2	10439967	10448504
OGN	17224_12	MIME	P20774	ENSG00000106809	9	92383966	92404696
OIT3	6296_36	OIT3	Q8WWZ8	ENSG00000138315	10	72893580	72933033
OLA1	12659_13	GTPB9	Q9NTK5	ENSG00000138430	2	174072446	174248698
OLFM1	5703_26	NOE1	Q99784	ENSG00000130558	9	135075421	135121179
OLFM2	19377_14	NOE2	O95897	ENSG00000105088	19	9853717	9936552
OLFM3	11143_32	NOE3	Q96PB7	ENSG00000118733	1	101802573	101997030
OLFM3	10643_16	NOE3	Q96PB7	ENSG00000118733	1	101802573	101997030
OLFM4	4769_10	Olfactomedin-4	Q6UX06	ENSG00000102837	13	53028758	53052057
OLFML1	8815_1	OLFL1	Q6UWY5	ENSG00000183801	11	7485387	7511377
OLFML3	8660_5	OLFL3	Q9NRN5	ENSG00000116774	1	113979390	114035572
OLR1	16049_43	OLR1	P78380	ENSG00000173391	12	10158300	10172138
OMD	5358_3	OMD	Q99983	ENSG00000127083	9	92414244	92424461
OMG	16908_5	OMGP	P23515	ENSG00000126861	17	31272012	31297539
OMP	18240_6	OMP	P47874	ENSG00000254550	11	77102839	77103331
OOSP2	7106_37	PLACL	Q86WS3	ENSG00000149507	11	60040274	60048044
OPALIN	7736_28	OPALI	Q96PE5	ENSG00000197430	10	96343215	96359365
OPCML	15622_13	OBCAM	Q14982	ENSG00000183715	11	132414976	133532519
OPHN1	12591_27	Oligophrenin-1	O60890	ENSG00000079482	X	67949349	68433913
OPTC	15430_165	OPT	Q9UBM4	ENSG00000188770	1	203494142	203508864
ORAOV1	18195_3	ORAV1	Q8WV07	ENSG00000149716	11	69653075	69675416
ORC6L	12389_4	ORC6	Q9Y5N6	ENSG00000091651	16	46689643	46698394
OSBPL11	12878_60	OSB11	Q9BXB4	ENSG00000144909	3	125528857	125595090
OSBPL9	16899_59	OSBL9	Q96SU4	ENSG00000117859	1	51577178	51798427
OSCAR	7116_31	OSCAR	Q8IYS5	ENSG00000170909	19	54094667	54102692
OSM	14063_17	OSM	P13725	ENSG00000099985	22	30262828	30266840
OSM	2693_20	OSM	P13725	ENSG00000099985	22	30262828	30266840
OSMR	10892_8	OSMR	Q99650	ENSG00000145623	5	38845857	38945596
OSTF1	19118_47	OSTF1	Q92882	ENSG00000134996	9	75088542	75147265
OSTM1	19353_25	OSTM1	Q86WC4	ENSG00000081087	6	108041408	108165854
OSTN	7265_32	OSTN	P61366	ENSG00000188729	3	191199240	191265615
OTC	15431_31	OTCase	P00480	ENSG00000036473	X	38352586	38421446
OTOR	15432_1	Otoraplin	Q9NRC9	ENSG00000125879	20	16748357	16770062
OTUB2	12493_42	OTUB2	Q96DC9	ENSG00000089723	14	94026328	94048930
OTUD5	12480_9	OTUD5	Q96G74	ENSG00000267983	X	NA	NA
OVCA2	17697_2	OVCA2	Q8WZ82	ENSG00000262664	17	2041935	2043430
OXSM	18271_43	OXSM	Q9NWU1	ENSG00000151093	3	25782916	25794534
OXT	8356_88	NEU1	P01178	ENSG00000101405	20	3071619	3072517
P2RX6	7233_73	P2RX6	O15547	ENSG00000099957	22	21009807	21028830
P4HA1	11645_9	P4HA1	P13674	ENSG00000122884	10	73007216	73096974
P4HA2	11348_132	P4HA2	O15460	ENSG00000072682	5	132191837	132295315
P4HB	4278_14	Protein disulfide-isomerase	P07237	ENSG00000185624	17	81843158	81860694
PA2G4	4258_15	PA2G4	Q9UQ80	ENSG00000170515	12	56104318	56113907
PABPC3	10447_18	PABP3	Q9H361	ENSG00000151846	13	25095867	25099254
PABPC4	12603_87	PABP4	Q13310	ENSG00000090621	1	39560815	39576790
PABPN1	8921_139	PABP2	Q86U42	ENSG00000100836	14	23321288	23326185
PACAP	16322_10	PACAP	Q8WU39	ENSG00000170476	5	139387467	139390081
PACSIN1	12676_1	PACN1	Q9BY11	ENSG00000124507	6	34466060	34535231
PACSIN3	14674_63	PACN3	Q9UKS6	ENSG00000165912	11	47177524	47186443
PAEP	8867_18	Glycodelin	P09466	ENSG00000122133	9	135561755	135566955
PAF	19158_1	PAF	Q15004	ENSG00000166803	15	64364304	64387687
PAFAH1B2	2642_4	PAFAH beta subunit	P68402	ENSG00000168092	11	117144266	117176894
PAFAH1B3	12374_8	PA1B3	Q15102	ENSG00000079462	19	42297032	42303546
PAFAH2	18914_188	PAFA2	Q99487	ENSG00000158006	1	25959766	25998157
PAICS	9841_197	Multifunctional protein ADE2	P22234	ENSG00000128050	4	56435740	56464579
PAIP1	12430_78	PAIP1	Q9H074	ENSG00000172239	5	43526266	43557758
PAK3	3387_1	PAK3	O75914	ENSG00000077264	X	110944285	111227361
PAK4	13719_19	PAK4	O96013	ENSG00000130669	19	39125769	39182816
PAK6	3827_22	PAK6	Q9NQU5	ENSG00000137843	15	40238758	40277487
PAK7	3388_58	PAK7	Q9P286	ENSG00000101349	20	9537370	9839076
PALM	18306_1	PALM	O75781	ENSG00000099864	19	708938	748329
PAM	5620_13	AMD	P19021	ENSG00000145730	5	102753980	103031105
PANK3	12658_72	PANK3	Q9H999	ENSG00000120137	5	168548494	168579600
PAPLN	11254_13	PPN	O95428	ENSG00000100767	14	73237496	73274640
PAPOLG	8343_224	PAPOG	Q9BWT3	ENSG00000115421	2	60756229	60802085
PAPPA	4148_49	PAPP-A	Q13219	ENSG00000182752	9	116153803	116402322
PAPPA2	5756_66	PAPP2	Q9BXP8	ENSG00000116183	1	176463170	176845605
PAPSS1	14007_22	PAPS1	O43252	ENSG00000138801	4	107590275	107720452
PARK2	13013_41	PRKN2	O60260	ENSG00000185345	6	161347417	162727775
PARK7	19523_215	PARK7	Q99497	ENSG00000116288	1	7954290	7985505
PARP1	10534_40	PARP	P09874	ENSG00000143799	1	226360690	226408079
PARP1	8893_29	PARP	P09874	ENSG00000143799	1	226360690	226408079
PARP11	12882_7	PAR11	Q9NR21	ENSG00000111224	12	3791046	3873448
PARP16	7881_244	PAR16	Q8N5Y8	ENSG00000138617	15	65234459	65300618
PARVA	13434_172	PARVA	Q9NVD7	ENSG00000197702	11	12377184	12530801
PATE1	8386_11	PATE	Q8WXA2	ENSG00000171053	11	125746292	125749867
PATE4	8065_245	PATE4	P0C8F1	ENSG00000237353	11	125833315	125840069
PAWR	9565_6	PAWR	Q96IZ0	ENSG00000177425	12	79574978	79691097
PAX4	12398_15	PAX4	O43316	ENSG00000106331	7	127610291	127618114
PAXIP1	12894_3	PAXI1	Q6ZW49	ENSG00000157212	7	154943686	155003084
PBK	17475_18	TOPK	Q96KB5	ENSG00000168078	8	27809619	27838095
PBRM1	12518_289	PB1	Q86U86	ENSG00000163939	3	52545351	52685917
PC	13990_1	pyruvate carboxylase	P11498	ENSG00000173599	11	66848232	66958376
PCBD1	11313_100	PHS	P61457	ENSG00000166228	10	70882279	70888784
PCBD2	6899_37	PHS2	Q9H0N5	ENSG00000132570	5	134904905	135007959
PCBP1	11458_30	PCBP1	Q15365	ENSG00000169564	2	70087453	70089203
PCDH10	8780_2	PCD10	Q9P2E7	ENSG00000138650	4	133149314	133208606
PCDH10	9018_38	PCD10	Q9P2E7	ENSG00000138650	4	133149314	133208606
PCDH8	6280_11	PCDH8	O95206	ENSG00000136099	13	52842888	52848641
PCDH9	10558_26	PCDH9	Q9HC56	ENSG00000184226	13	66302833	67230445
PCDHA7	8758_2	PCDA7	Q9UN72	ENSG00000204963	5	140834247	141012344
PCDHAC2	9361_7	PCDC2	Q9Y5I4	ENSG00000243232	5	140966234	141012344
PCDHB1	9941_70	PCDB1	Q9Y5F3	ENSG00000171815	5	141051134	141059344
PCDHB10	9963_19	PCDBA	Q9UN67	ENSG00000120324	5	141192352	141195642
PCDHB2	10748_216	PCDB2	Q9Y5E7	ENSG00000112852	5	141094577	141098703
PCDHB7	8071_114	PCDB7	Q9Y5E2	ENSG00000113212	5	141172618	141176383
PCDHGA1	6457_50	PCDG1	Q9Y5H4	ENSG00000204956	5	141330570	141512981
PCDHGA10	6321_65	PCDGA	Q9Y5H3	ENSG00000081853	5	141412986	141512979
PCDHGA12	6938_21	PCDGC	O60330	ENSG00000253159	5	141430588	141512979
PCDHGA2	7175_4	PCDG2	Q9Y5H1	ENSG00000081853	5	141338759	141512979
